cell_id,dataset,celltype,leiden,leiden_named,n_proteins_identified,intensity_max,intensity_min_detected,intensity_median,dynamic_range_log10
[391] DCT_1cell_WISHDIA_P2_0016.htrms.PG.Quantity,dct758,DCT2,15,DCT1,399,33531.88671875,63.69696044921875,265.1467590332031,2.721339281544004
[139] DCT_1cell_WISHDIA_P1_0143.htrms.PG.Quantity,dct758,ProLIF,17,DCT1,750,30076.8671875,47.56156921386719,227.81027221679688,2.8009764230773007
[708] DCT_1cell_WISHDIA_P2_0333.htrms.PG.Quantity,dct758,DCT2,22,ProLIF,579,37159.5234375,49.66413497924805,241.35140991210938,2.8740272600413683
[620] DCT_1cell_WISHDIA_P2_0245.htrms.PG.Quantity,dct758,DCT1,30,DCT1,769,29315.263671875,42.03559494018555,196.78924560546875,2.8434766062628913
[686] DCT_1cell_WISHDIA_P2_0311.htrms.PG.Quantity,dct758,DCT2,16,DCT2,968,72662.59375,40.6868896484375,176.75363159179688,3.251856405266634
[395] DCT_1cell_WISHDIA_P2_0020.htrms.PG.Quantity,dct758,DCT1,3,DCT1,363,54160.1640625,66.82743072509766,267.7249450683594,2.9087252068678975
[12] DCT_1cell_WISHDIA_P1_0015.htrms.PG.Quantity,dct758,DCT1,2,ProLIF,686,28090.935546875,60.551231384277344,239.64785766601562,2.6664432237991518
[137] DCT_1cell_WISHDIA_P1_0141.htrms.PG.Quantity,dct758,ProLIF,10,ProLIF,582,40817.5078125,43.22929382324219,227.4232177734375,2.9750683434190317
[469] DCT_1cell_WISHDIA_P2_0094.htrms.PG.Quantity,dct758,DCT1,12,DCT1,553,44735.9609375,51.774715423583984,214.9899139404297,2.9365390500127555
[331] DCT_1cell_WISHDIA_P1_0335.htrms.PG.Quantity,dct758,DCT2,20,ProLIF,706,24185.09765625,51.96585464477539,223.5984878540039,2.667829771144308
[600] DCT_1cell_WISHDIA_P2_0225.htrms.PG.Quantity,dct758,DCT2,23,DCT2,1043,63984.5,31.325870513916016,142.4263458251953,3.3101716321167345
[47] DCT_1cell_WISHDIA_P1_0050.htrms.PG.Quantity,dct758,ProLIF,2,ProLIF,1017,26936.822265625,35.48213195800781,151.6688232421875,2.8803366540294753
[90] DCT_1cell_WISHDIA_P1_0094.htrms.PG.Quantity,dct758,ProLIF,8,ProLIF,855,23977.669921875,40.33934020996094,175.0849609375,2.7740781867601645
[591] DCT_1cell_WISHDIA_P2_0216.htrms.PG.Quantity,dct758,DCT1,30,DCT1,760,31610.0546875,48.59028625488281,197.48026275634766,2.8132757896143055
[57] DCT_1cell_WISHDIA_P1_0061.htrms.PG.Quantity,dct758,DCT1,6,DCT1,383,36128.26171875,117.90157318115234,478.6090087890625,2.486327466352686
[732] DCT_1cell_WISHDIA_P2_0357.htrms.PG.Quantity,dct758,DCT1,24,DCT2,721,106196.03125,46.2945442199707,213.1490478515625,3.3605784738992623
[459] DCT_1cell_WISHDIA_P2_0084.htrms.PG.Quantity,dct758,DCT1,27,DCT1,647,26697.244140625,52.12401580810547,215.56008911132812,2.709428565213506
[733] DCT_1cell_WISHDIA_P2_0358.htrms.PG.Quantity,dct758,DCT2,19,DCT1,453,47385.83203125,60.97264099121094,286.8448791503906,2.8905135040337564
[715] DCT_1cell_WISHDIA_P2_0340.htrms.PG.Quantity,dct758,DCT1,16,DCT2,1084,18449.90625,34.196624755859375,146.2691879272461,2.732010920875926
[633] DCT_1cell_WISHDIA_P2_0258.htrms.PG.Quantity,dct758,DCT1,30,DCT1,767,21199.77734375,48.01249694824219,183.93035888671875,2.644977007091703
[253] DCT_1cell_WISHDIA_P1_0257.htrms.PG.Quantity,dct758,DCT1,7,DCT2,784,26366.546875,46.05205154418945,199.17716217041016,2.7578042735651094
[266] DCT_1cell_WISHDIA_P1_0270.htrms.PG.Quantity,dct758,DCT1,4,DCT1,179,28383.453125,103.70270538330078,459.1062927246094,2.4372751441546727
[479] DCT_1cell_WISHDIA_P2_0104.htrms.PG.Quantity,dct758,DCT1,5,DCT1,448,35810.44140625,58.33892822265625,293.3155059814453,2.788051228050324
[401] DCT_1cell_WISHDIA_P2_0026.htrms.PG.Quantity,dct758,ProLIF,27,DCT1,667,33814.64453125,49.355308532714844,201.54676818847656,2.8357709552246204
[580] DCT_1cell_WISHDIA_P2_0205.htrms.PG.Quantity,dct758,DCT2,3,DCT1,290,41516.25,68.07505798339844,268.3267517089844,2.7852300985696132
[540] DCT_1cell_WISHDIA_P2_0165.htrms.PG.Quantity,dct758,DCT1,14,DCT1,534,36084.0703125,64.1436996459961,267.2255401611328,2.750161515084485
[78] DCT_1cell_WISHDIA_P1_0082.htrms.PG.Quantity,dct758,ProLIF,8,ProLIF,787,32269.34375,39.89211654663086,199.3199920654297,2.9079030542223787
[260] DCT_1cell_WISHDIA_P1_0264.htrms.PG.Quantity,dct758,DCT1,18,DCT1,704,19317.45703125,49.018470764160156,201.02883911132812,2.5955901965121058
[400] DCT_1cell_WISHDIA_P2_0025.htrms.PG.Quantity,dct758,DCT2,14,DCT1,583,27219.318359375,53.7368049621582,195.62367248535156,2.7046054042224292
[38] DCT_1cell_WISHDIA_P1_0041.htrms.PG.Quantity,dct758,DCT1,3,DCT1,219,78614.2109375,125.5093002319336,548.7811279296875,2.796825151496418
[43] DCT_1cell_WISHDIA_P1_0046.htrms.PG.Quantity,dct758,DCT1,3,DCT1,259,54413.6875,106.66266632080078,445.1253967285156,2.707695722274023
[223] DCT_1cell_WISHDIA_P1_0227.htrms.PG.Quantity,dct758,ProLIF,25,Unknown,917,34364.37890625,38.006019592285156,190.1829376220703,2.95625611108147
[739] DCT_1cell_WISHDIA_P2_0364.htrms.PG.Quantity,dct758,DCT2,30,DCT1,751,21299.201171875,49.62671661376953,204.62564086914062,2.632647772995791
[585] DCT_1cell_WISHDIA_P2_0210.htrms.PG.Quantity,dct758,ProLIF,26,DCT1,963,21185.96875,34.81578063964844,150.74295043945312,2.7842721899742577
[743] DCT_1cell_WISHDIA_P2_0368.htrms.PG.Quantity,dct758,DCT2,6,DCT1,494,27129.640625,59.80250549316406,246.3649139404297,2.6567246612574924
[470] DCT_1cell_WISHDIA_P2_0095.htrms.PG.Quantity,dct758,DCT1,27,DCT1,691,32568.947265625,51.5977783203125,208.7523651123047,2.8001727186557575
[421] DCT_1cell_WISHDIA_P2_0046.htrms.PG.Quantity,dct758,DCT1,26,DCT1,967,29349.330078125,29.371633529663086,152.0056610107422,2.9996700917082735
[559] DCT_1cell_WISHDIA_P2_0184.htrms.PG.Quantity,dct758,DCT2,15,DCT1,397,41689.8359375,60.490943908691406,321.100830078125,2.83833982469672
[565] DCT_1cell_WISHDIA_P2_0190.htrms.PG.Quantity,dct758,ProLIF,27,DCT1,702,21339.2421875,46.68941116333008,199.68817138671875,2.6599605956872723
[86] DCT_1cell_WISHDIA_P1_0090.htrms.PG.Quantity,dct758,DCT1,14,DCT1,565,24250.07421875,59.86156463623047,230.86378479003906,2.6075650080658046
[749] DCT_1cell_WISHDIA_P2_0374.htrms.PG.Quantity,dct758,DCT2,6,DCT1,580,24795.794921875,56.34320831298828,250.2972640991211,2.643536462693849
[730] DCT_1cell_WISHDIA_P2_0355.htrms.PG.Quantity,dct758,DCT1,12,DCT1,589,27470.4140625,59.261322021484375,226.25071716308594,2.6660938699662915
[582] DCT_1cell_WISHDIA_P2_0207.htrms.PG.Quantity,dct758,DCT2,3,DCT1,283,26525.080078125,76.29280853271484,299.3351135253906,2.5411731010161924
[645] DCT_1cell_WISHDIA_P2_0270.htrms.PG.Quantity,dct758,ProLIF,23,DCT2,1155,29176.7890625,29.223020553588867,135.7978515625,2.999312392084964
[549] DCT_1cell_WISHDIA_P2_0174.htrms.PG.Quantity,dct758,ProLIF,29,ProLIF,933,28502.73046875,38.32647705078125,154.67356872558594,2.8713875650252763
[132] DCT_1cell_WISHDIA_P1_0136.htrms.PG.Quantity,dct758,ProLIF,11,ProLIF,750,21614.267578125,47.57005310058594,206.83466339111328,2.6574068873939596
[119] DCT_1cell_WISHDIA_P1_0123.htrms.PG.Quantity,dct758,DCT2,16,DCT2,1089,29498.19140625,31.490398406982422,133.47019958496094,2.971617234088204
[746] DCT_1cell_WISHDIA_P2_0371.htrms.PG.Quantity,dct758,DCT2,6,DCT1,483,26749.060546875,65.28885650634766,251.7295684814453,2.6124694715050745
[16] DCT_1cell_WISHDIA_P1_0019.htrms.PG.Quantity,dct758,DCT2,1,DCT2,539,42100.203125,71.91180419921875,299.17425537109375,2.7674840062959243
[529] DCT_1cell_WISHDIA_P2_0154.htrms.PG.Quantity,dct758,DCT1,28,ProLIF,891,27709.76953125,40.834346771240234,172.81915283203125,2.831607301113627
[714] DCT_1cell_WISHDIA_P2_0339.htrms.PG.Quantity,dct758,DCT2,28,ProLIF,867,18697.43359375,46.52600860595703,187.2660675048828,2.6040862027656178
[221] DCT_1cell_WISHDIA_P1_0225.htrms.PG.Quantity,dct758,DCT1,22,ProLIF,564,16137.314453125,59.10542678833008,256.47926330566406,2.4362039041513586
[165] DCT_1cell_WISHDIA_P1_0169.htrms.PG.Quantity,dct758,DCT1,15,DCT1,362,22712.416015625,55.86540603637695,331.5425109863281,2.6091203747983043
[548] DCT_1cell_WISHDIA_P2_0173.htrms.PG.Quantity,dct758,ProLIF,23,DCT2,1183,19062.216796875,29.306785583496094,120.81800079345703,2.8132052176054554
[230] DCT_1cell_WISHDIA_P1_0234.htrms.PG.Quantity,dct758,ProLIF,6,DCT1,631,27369.525390625,54.26491928100586,224.96803283691406,2.7027481051290088
[46] DCT_1cell_WISHDIA_P1_0049.htrms.PG.Quantity,dct758,DCT1,2,ProLIF,717,33362.171875,47.90373229980469,212.00677490234375,2.842884963721694
[163] DCT_1cell_WISHDIA_P1_0167.htrms.PG.Quantity,dct758,DCT1,20,ProLIF,706,28700.84765625,52.115745544433594,214.6672592163086,2.7409257684900123
[477] DCT_1cell_WISHDIA_P2_0102.htrms.PG.Quantity,dct758,DCT1,26,DCT1,913,30532.283203125,34.81182098388672,165.53125,2.943032540497448
[4] DCT_1cell_WISHDIA_P1_0007.htrms.PG.Quantity,dct758,DCT2,0,ProLIF,611,27874.763671875,73.98536682128906,280.4636535644531,2.576065362641146
[478] DCT_1cell_WISHDIA_P2_0103.htrms.PG.Quantity,dct758,DCT1,19,DCT1,472,25662.515625,54.98950958251953,274.53724670410156,2.6690193803104707
[608] DCT_1cell_WISHDIA_P2_0233.htrms.PG.Quantity,dct758,DCT2,19,DCT1,459,41617.828125,75.90174865722656,308.3627624511719,2.7390276308275125
[532] DCT_1cell_WISHDIA_P2_0157.htrms.PG.Quantity,dct758,ProLIF,28,ProLIF,1003,20843.076171875,34.891265869140625,154.68606567382812,2.7762450895652107
[579] DCT_1cell_WISHDIA_P2_0204.htrms.PG.Quantity,dct758,DCT1,5,DCT1,413,26595.2421875,61.18159484863281,280.4941711425781,2.638183155794222
[541] DCT_1cell_WISHDIA_P2_0166.htrms.PG.Quantity,dct758,DCT1,12,DCT1,572,33313.3515625,48.28779220581055,218.54689025878906,2.838780978810166
[652] DCT_1cell_WISHDIA_P2_0277.htrms.PG.Quantity,dct758,DCT1,19,DCT1,529,28616.505859375,49.253089904785156,251.19163513183594,2.764183123054188
[45] DCT_1cell_WISHDIA_P1_0048.htrms.PG.Quantity,dct758,ProLIF,2,ProLIF,954,27491.494140625,36.350921630859375,163.08316802978516,2.878682917728574
[88] DCT_1cell_WISHDIA_P1_0092.htrms.PG.Quantity,dct758,ProLIF,15,DCT1,373,29322.49609375,62.65647888183594,328.3701171875,2.6702349520003312
[350] DCT_1cell_WISHDIA_P1_0354.htrms.PG.Quantity,dct758,DCT2,12,DCT1,464,52568.51171875,56.623233795166016,277.54066467285156,2.9677310131452432
[724] DCT_1cell_WISHDIA_P2_0349.htrms.PG.Quantity,dct758,DCT2,30,DCT1,737,37726.3359375,51.77237319946289,201.08494567871094,2.862546554529176
[500] DCT_1cell_WISHDIA_P2_0125.htrms.PG.Quantity,dct758,DCT2,3,DCT1,289,42278.52734375,96.01490783691406,377.7680358886719,2.643781182064968
[339] DCT_1cell_WISHDIA_P1_0343.htrms.PG.Quantity,dct758,DCT2,12,DCT1,419,39420.12109375,57.74851989746094,262.7573547363281,2.8341770963652717
[41] DCT_1cell_WISHDIA_P1_0044.htrms.PG.Quantity,dct758,DCT2,1,DCT2,431,45908.30859375,79.56977844238281,303.0818176269531,2.761143143494324
[641] DCT_1cell_WISHDIA_P2_0266.htrms.PG.Quantity,dct758,DCT2,30,DCT1,716,30421.025390625,53.76746368408203,204.012939453125,2.7526542981282502
[630] DCT_1cell_WISHDIA_P2_0255.htrms.PG.Quantity,dct758,ProLIF,29,ProLIF,904,25887.865234375,35.52208709716797,156.4092025756836,2.8625977643206397
[203] DCT_1cell_WISHDIA_P1_0207.htrms.PG.Quantity,dct758,DCT1,19,DCT1,442,19141.474609375,58.901580810546875,261.21498107910156,2.5118484410339734
[701] DCT_1cell_WISHDIA_P2_0326.htrms.PG.Quantity,dct758,DCT1,21,ProLIF,739,34937.71484375,48.74746322631836,217.03652954101562,2.855342475528971
[212] DCT_1cell_WISHDIA_P1_0216.htrms.PG.Quantity,dct758,ProLIF,18,DCT1,634,22638.287109375,66.86443328857422,256.6276550292969,2.5296483954631994
[13] DCT_1cell_WISHDIA_P1_0016.htrms.PG.Quantity,dct758,DCT1,1,DCT2,592,31456.966796875,75.31607055664062,290.55397033691406,2.6208291903259933
[40] DCT_1cell_WISHDIA_P1_0043.htrms.PG.Quantity,dct758,DCT2,2,ProLIF,826,33039.50390625,44.08372116088867,177.5279998779297,2.8747552709719546
[236] DCT_1cell_WISHDIA_P1_0240.htrms.PG.Quantity,dct758,ProLIF,21,ProLIF,767,24655.171875,43.5096549987793,205.48997497558594,2.75332239475742
[180] DCT_1cell_WISHDIA_P1_0184.htrms.PG.Quantity,dct758,ProLIF,9,ProLIF,759,35786.04296875,43.949249267578125,199.27891540527344,2.910762218118987
[227] DCT_1cell_WISHDIA_P1_0231.htrms.PG.Quantity,dct758,DCT1,19,DCT1,424,24087.185546875,81.27581024169922,314.9898681640625,2.4718247503894393
[361] DCT_1cell_WISHDIA_P1_0365.htrms.PG.Quantity,dct758,DCT1,18,DCT1,723,32879.4453125,49.10361099243164,188.4249725341797,2.8258110516902115
[729] DCT_1cell_WISHDIA_P2_0354.htrms.PG.Quantity,dct758,DCT1,7,DCT2,799,25499.732421875,42.190155029296875,189.2032012939453,2.781324502029144
[65] DCT_1cell_WISHDIA_P1_0069.htrms.PG.Quantity,dct758,ProLIF,9,ProLIF,821,21382.107421875,46.13669204711914,188.512939453125,2.6660040542359704
[177] DCT_1cell_WISHDIA_P1_0181.htrms.PG.Quantity,dct758,DCT2,20,ProLIF,876,31131.154296875,43.776546478271484,176.17850494384766,2.8519537267831363
[211] DCT_1cell_WISHDIA_P1_0215.htrms.PG.Quantity,dct758,ProLIF,18,DCT1,708,18282.7265625,51.49895477294922,218.5466537475586,2.550242549323114
[5] DCT_1cell_WISHDIA_P1_0008.htrms.PG.Quantity,dct758,DCT1,0,ProLIF,452,37516.41015625,92.53372955322266,363.43841552734375,2.6079212085602235
[662] DCT_1cell_WISHDIA_P2_0287.htrms.PG.Quantity,dct758,DCT1,6,DCT1,528,24479.2734375,59.41142272949219,252.90185546875,2.6149285709096777
[231] DCT_1cell_WISHDIA_P1_0235.htrms.PG.Quantity,dct758,ProLIF,6,DCT1,499,43884.09375,64.64176940917969,260.83514404296875,2.8317938985033213
[369] DCT_1cell_WISHDIA_P1_0378.htrms.PG.Quantity,dct758,DCT2,6,DCT1,568,27783.26953125,60.014102935791016,256.826171875,2.665530033280758
[702] DCT_1cell_WISHDIA_P2_0327.htrms.PG.Quantity,dct758,DCT2,15,DCT1,269,48152.19921875,82.02965545654297,342.84564208984375,2.768645239696997
[414] DCT_1cell_WISHDIA_P2_0039.htrms.PG.Quantity,dct758,DCT1,17,DCT1,616,45934.1484375,48.92085266113281,208.33255767822266,2.9726416515787903
[431] DCT_1cell_WISHDIA_P2_0056.htrms.PG.Quantity,dct758,DCT1,26,DCT1,803,30426.8671875,42.968387603759766,172.51065063476562,2.8501081817981113
[527] DCT_1cell_WISHDIA_P2_0152.htrms.PG.Quantity,dct758,DCT1,21,ProLIF,787,28673.35546875,52.80976867675781,197.77114868164062,2.7347642536201073
[265] DCT_1cell_WISHDIA_P1_0269.htrms.PG.Quantity,dct758,ProLIF,13,DCT1,738,20420.5,42.15028381347656,202.38631439208984,2.6852658684315127
[182] DCT_1cell_WISHDIA_P1_0186.htrms.PG.Quantity,dct758,DCT2,6,DCT1,613,29881.095703125,54.036033630371094,238.85227966308594,2.74271305517904
[705] DCT_1cell_WISHDIA_P2_0330.htrms.PG.Quantity,dct758,ProLIF,23,DCT2,1174,25456.6171875,32.179588317871094,133.82586669921875,2.898220208007818
[713] DCT_1cell_WISHDIA_P2_0338.htrms.PG.Quantity,dct758,DCT2,7,DCT2,796,18816.83984375,42.52376937866211,182.11434173583984,2.6459149343503725
[14] DCT_1cell_WISHDIA_P1_0017.htrms.PG.Quantity,dct758,DCT1,2,ProLIF,713,27541.84765625,57.31999206542969,215.6841278076172,2.681686950115573
[573] DCT_1cell_WISHDIA_P2_0198.htrms.PG.Quantity,dct758,DCT2,23,DCT2,1073,22325.263671875,28.95956802368164,132.10711669921875,2.8870045174072168
[740] DCT_1cell_WISHDIA_P2_0365.htrms.PG.Quantity,dct758,ProLIF,7,DCT2,979,24894.12890625,37.699527740478516,169.03250122070312,2.819761024211647
[87] DCT_1cell_WISHDIA_P1_0091.htrms.PG.Quantity,dct758,ProLIF,10,ProLIF,702,24105.009765625,50.97711944580078,214.98954010009766,2.674732020531567
[381] DCT_1cell_WISHDIA_P2_0006.htrms.PG.Quantity,dct758,DCT2,4,DCT1,160,53471.29296875,107.38492584228516,338.1318359375,2.69717736417577
[664] DCT_1cell_WISHDIA_P2_0289.htrms.PG.Quantity,dct758,DCT1,21,ProLIF,802,33499.04296875,45.356021881103516,198.01373291015625,2.868397443753225
[615] DCT_1cell_WISHDIA_P2_0240.htrms.PG.Quantity,dct758,ProLIF,7,DCT2,785,24474.3046875,49.344444274902344,208.66050720214844,2.6954721001463366
[741] DCT_1cell_WISHDIA_P2_0366.htrms.PG.Quantity,dct758,DCT1,6,DCT1,445,38632.53125,64.9380111694336,292.170166015625,2.7744541810450736
[604] DCT_1cell_WISHDIA_P2_0229.htrms.PG.Quantity,dct758,ProLIF,21,ProLIF,774,28341.6796875,45.504520416259766,194.76007843017578,2.7943710438229488
[275] DCT_1cell_WISHDIA_P1_0279.htrms.PG.Quantity,dct758,DCT1,18,DCT1,732,31464.23046875,41.774688720703125,181.6645278930664,2.8769038920453998
[679] DCT_1cell_WISHDIA_P2_0304.htrms.PG.Quantity,dct758,DCT1,15,DCT1,271,48707.5625,82.15078735351562,417.3062438964844,2.772984666295028
[382] DCT_1cell_WISHDIA_P2_0007.htrms.PG.Quantity,dct758,DCT2,5,DCT1,400,32688.83203125,68.11157989501953,310.96429443359375,2.68117844939935
[595] DCT_1cell_WISHDIA_P2_0220.htrms.PG.Quantity,dct758,DCT2,7,DCT2,894,26261.755859375,36.78556823730469,166.73328399658203,2.8536462905237268
[63] DCT_1cell_WISHDIA_P1_0067.htrms.PG.Quantity,dct758,ProLIF,0,ProLIF,634,30916.013671875,61.86441421508789,245.91077423095703,2.6987425856705776
[673] DCT_1cell_WISHDIA_P2_0298.htrms.PG.Quantity,dct758,ProLIF,19,DCT1,523,28989.18359375,67.72856140136719,287.6531066894531,2.6314641337258697
[34] DCT_1cell_WISHDIA_P1_0037.htrms.PG.Quantity,dct758,ProLIF,1,DCT2,572,31420.154296875,62.60187530517578,248.31189727783203,2.700620970271312
[117] DCT_1cell_WISHDIA_P1_0121.htrms.PG.Quantity,dct758,ProLIF,16,DCT2,1090,20500.845703125,34.3729362487793,133.64622497558594,2.7755551444099247
[593] DCT_1cell_WISHDIA_P2_0218.htrms.PG.Quantity,dct758,DCT1,29,ProLIF,787,21225.48828125,44.248680114746094,184.17938232421875,2.680957369006581
[280] DCT_1cell_WISHDIA_P1_0284.htrms.PG.Quantity,dct758,ProLIF,16,DCT2,973,17987.666015625,37.89127731323242,161.33226013183594,2.676435569677973
[288] DCT_1cell_WISHDIA_P1_0292.htrms.PG.Quantity,dct758,ProLIF,20,ProLIF,836,18696.23828125,45.01688766479492,179.49978637695312,2.618378768589714
[411] DCT_1cell_WISHDIA_P2_0036.htrms.PG.Quantity,dct758,ProLIF,24,DCT2,818,58608.875,39.867408752441406,172.09850311279297,3.1673453762612294
[428] DCT_1cell_WISHDIA_P2_0053.htrms.PG.Quantity,dct758,DCT1,14,DCT1,451,50722.78125,63.69660949707031,270.807861328125,2.901086743003477
[85] DCT_1cell_WISHDIA_P1_0089.htrms.PG.Quantity,dct758,ProLIF,6,DCT1,543,32091.271484375,59.98786544799805,247.55758666992188,2.72832351588095
[528] DCT_1cell_WISHDIA_P2_0153.htrms.PG.Quantity,dct758,ProLIF,23,DCT2,1076,19219.732421875,33.96629333496094,136.1266326904297,2.7526991812261983
[170] DCT_1cell_WISHDIA_P1_0174.htrms.PG.Quantity,dct758,DCT2,17,DCT1,726,32892.22265625,45.67509078979492,210.1511001586914,2.8574138021664965
[386] DCT_1cell_WISHDIA_P2_0011.htrms.PG.Quantity,dct758,DCT1,19,DCT1,477,40706.453125,62.51224899291992,279.49603271484375,2.8136981389257314
[653] DCT_1cell_WISHDIA_P2_0278.htrms.PG.Quantity,dct758,DCT2,23,DCT2,936,23625.318359375,37.27660369873047,152.23206329345703,2.8019413329240606
[471] DCT_1cell_WISHDIA_P2_0096.htrms.PG.Quantity,dct758,ProLIF,26,DCT1,916,25611.73046875,33.94996643066406,152.58750915527344,2.8775995735816413
[313] DCT_1cell_WISHDIA_P1_0317.htrms.PG.Quantity,dct758,DCT2,20,ProLIF,847,51733.76953125,45.297481536865234,185.36856079101562,3.057700067363259
[526] DCT_1cell_WISHDIA_P2_0151.htrms.PG.Quantity,dct758,DCT2,21,ProLIF,832,22932.548828125,43.9840087890625,181.51588439941406,2.7171575176012377
[504] DCT_1cell_WISHDIA_P2_0129.htrms.PG.Quantity,dct758,ProLIF,22,ProLIF,598,23060.947265625,57.28678894042969,231.26766967773438,2.6048226629694935
[482] DCT_1cell_WISHDIA_P2_0107.htrms.PG.Quantity,dct758,ProLIF,22,ProLIF,714,32402.26953125,49.26689147949219,193.19783782958984,2.8180202691801366
[147] DCT_1cell_WISHDIA_P1_0151.htrms.PG.Quantity,dct758,ProLIF,11,ProLIF,751,24532.498046875,50.7925910949707,203.95875549316406,2.6839414047756796
[619] DCT_1cell_WISHDIA_P2_0244.htrms.PG.Quantity,dct758,DCT2,4,DCT1,214,63652.39453125,75.87705993652344,339.08941650390625,2.9237042513459426
[186] DCT_1cell_WISHDIA_P1_0190.htrms.PG.Quantity,dct758,DCT2,6,DCT1,551,24624.86328125,57.276954650878906,228.57005310058594,2.6333939089660667
[496] DCT_1cell_WISHDIA_P2_0121.htrms.PG.Quantity,dct758,DCT2,23,DCT2,1172,82969.8046875,26.849071502685547,125.01537704467773,3.4899907962756305
[112] DCT_1cell_WISHDIA_P1_0116.htrms.PG.Quantity,dct758,DCT2,14,DCT1,531,51030.0234375,51.80472183227539,259.19757080078125,2.993456421716741
[376] DCT_1cell_WISHDIA_P2_0001.htrms.PG.Quantity,dct758,DCT1,3,DCT1,399,40632.90625,69.20919036865234,314.2970275878906,2.768714117397072
[669] DCT_1cell_WISHDIA_P2_0294.htrms.PG.Quantity,dct758,DCT1,22,ProLIF,659,34118.71484375,56.44868469238281,218.3731689453125,2.7813388372414183
[398] DCT_1cell_WISHDIA_P2_0023.htrms.PG.Quantity,dct758,ProLIF,27,DCT1,835,29275.455078125,39.6849365234375,159.8503875732422,2.8678779647910453
[588] DCT_1cell_WISHDIA_P2_0213.htrms.PG.Quantity,dct758,ProLIF,22,ProLIF,682,32991.12109375,49.66365051269531,200.86415100097656,2.822358434766741
[507] DCT_1cell_WISHDIA_P2_0132.htrms.PG.Quantity,dct758,ProLIF,26,DCT1,995,21250.583984375,31.72283935546875,145.58926391601562,2.8259988173869535
[357] DCT_1cell_WISHDIA_P1_0361.htrms.PG.Quantity,dct758,ProLIF,22,ProLIF,613,36452.7734375,50.99420166015625,228.9378204345703,2.854209779276466
[74] DCT_1cell_WISHDIA_P1_0078.htrms.PG.Quantity,dct758,DCT2,8,ProLIF,799,144587.0625,42.31522750854492,186.58778381347656,3.5336327542693255
[519] DCT_1cell_WISHDIA_P2_0144.htrms.PG.Quantity,dct758,ProLIF,27,DCT1,715,43143.78515625,49.66929626464844,210.80612182617188,2.938830237849729
[284] DCT_1cell_WISHDIA_P1_0288.htrms.PG.Quantity,dct758,ProLIF,21,ProLIF,837,23628.171875,39.95927810668945,182.42845153808594,2.7718124875425523
[437] DCT_1cell_WISHDIA_P2_0062.htrms.PG.Quantity,dct758,DCT1,13,DCT1,652,21484.5234375,49.280696868896484,214.07473754882812,2.6394488842771993
[657] DCT_1cell_WISHDIA_P2_0282.htrms.PG.Quantity,dct758,ProLIF,30,DCT1,739,33443.3984375,43.13759994506836,197.80026245117188,2.8894544244541707
[11] DCT_1cell_WISHDIA_P1_0014.htrms.PG.Quantity,dct758,DCT2,1,DCT2,584,31057.822265625,61.74109649658203,253.77776336669922,2.7015966621854384
[62] DCT_1cell_WISHDIA_P1_0066.htrms.PG.Quantity,dct758,ProLIF,7,DCT2,792,27846.205078125,48.35918045043945,188.55157470703125,2.7602870850463326
[447] DCT_1cell_WISHDIA_P2_0072.htrms.PG.Quantity,dct758,DCT1,14,DCT1,581,27870.2734375,56.48708724975586,207.93411254882812,2.6931920486643763
[20] DCT_1cell_WISHDIA_P1_0023.htrms.PG.Quantity,dct758,DCT1,2,ProLIF,819,26973.26171875,49.819698333740234,188.46852111816406,2.7335323728338103
[631] DCT_1cell_WISHDIA_P2_0256.htrms.PG.Quantity,dct758,ProLIF,23,DCT2,1096,19157.15234375,33.057533264160156,138.24974060058594,2.7630605092822913
[259] DCT_1cell_WISHDIA_P1_0263.htrms.PG.Quantity,dct758,DCT1,8,ProLIF,852,33200.40625,45.20003128051758,202.7122802734375,2.8660046625289985
[295] DCT_1cell_WISHDIA_P1_0299.htrms.PG.Quantity,dct758,DCT2,13,DCT1,607,21800.9453125,50.70792007446289,226.265380859375,2.633399528365685
[42] DCT_1cell_WISHDIA_P1_0045.htrms.PG.Quantity,dct758,DCT2,3,DCT1,413,37643.0859375,80.001708984375,336.13201904296875,2.6725859547599082
[133] DCT_1cell_WISHDIA_P1_0137.htrms.PG.Quantity,dct758,ProLIF,10,ProLIF,601,17918.638671875,51.993186950683594,227.05978393554688,2.5373585734704305
[237] DCT_1cell_WISHDIA_P1_0241.htrms.PG.Quantity,dct758,DCT1,18,DCT1,664,52001.55859375,53.34703063964844,211.33070373535156,2.9889061094531937
[419] DCT_1cell_WISHDIA_P2_0044.htrms.PG.Quantity,dct758,DCT1,26,DCT1,870,26203.4609375,38.62872314453125,155.23025512695312,2.8314483034956646
[197] DCT_1cell_WISHDIA_P1_0201.htrms.PG.Quantity,dct758,DCT2,3,DCT1,359,50895.96484375,88.81919860839844,325.4276428222656,2.7581765014419424
[200] DCT_1cell_WISHDIA_P1_0204.htrms.PG.Quantity,dct758,ProLIF,16,DCT2,1133,39212.38671875,30.684925079345703,136.1440887451172,3.1064982098247858
[590] DCT_1cell_WISHDIA_P2_0215.htrms.PG.Quantity,dct758,ProLIF,12,DCT1,617,22116.5703125,55.05265808105469,213.25965881347656,2.603939487769721
